destinations_count;cost;execution_time;sequence
4;43006;0.32443952560424804688;[1, 2, 3]
4;43006;0.31347274780273437500;[1, 2, 3]
4;43006;0.31378245353698730469;[1, 2, 3]
4;43006;0.30827116966247558594;[1, 2, 3]
4;43006;0.31146860122680664062;[1, 2, 3]
4;43006;0.32059597969055175781;[1, 2, 3]
4;43006;0.32083964347839355469;[1, 2, 3]
4;43006;0.31718039512634277344;[1, 2, 3]
4;43006;0.31804847717285156250;[1, 2, 3]
4;43006;0.30173945426940917969;[1, 2, 3]
4;43006;0.31319546699523925781;[1, 2, 3]
4;43006;0.30804896354675292969;[1, 2, 3]
4;43006;0.31361818313598632812;[1, 2, 3]
4;43006;0.31255912780761718750;[1, 2, 3]
4;43006;0.31467747688293457031;[1, 2, 3]
4;43006;0.30717539787292480469;[1, 2, 3]
4;43006;0.31282782554626464844;[1, 2, 3]
4;43006;0.33099246025085449219;[1, 2, 3]
4;43006;0.31301903724670410156;[1, 2, 3]
4;43006;0.32191109657287597656;[1, 2, 3]
4;43006;0.31239986419677734375;[1, 2, 3]
4;43006;0.31046295166015625000;[1, 2, 3]
4;43006;0.31467103958129882812;[1, 2, 3]
4;43006;0.31722426414489746094;[1, 2, 3]
4;43006;0.32123231887817382812;[1, 2, 3]
4;43006;0.32426619529724121094;[1, 2, 3]
4;43006;0.31705784797668457031;[1, 2, 3]
4;43006;0.30265235900878906250;[1, 2, 3]
4;43006;0.31523346900939941406;[1, 2, 3]
4;43006;0.31077718734741210938;[1, 2, 3]
4;43006;0.31483387947082519531;[1, 2, 3]
4;43006;0.31903672218322753906;[1, 2, 3]
4;43006;0.31908726692199707031;[1, 2, 3]
4;43006;0.30655550956726074219;[1, 2, 3]
4;43006;0.31719875335693359375;[1, 2, 3]
4;43006;0.31073498725891113281;[1, 2, 3]
4;43006;0.31981372833251953125;[1, 2, 3]
4;43006;0.32289767265319824219;[1, 2, 3]
4;43006;0.32186150550842285156;[1, 2, 3]
4;43006;0.31535744667053222656;[1, 2, 3]
4;43006;0.30077791213989257812;[1, 2, 3]
4;43006;0.31315445899963378906;[1, 2, 3]
4;43006;0.30749416351318359375;[1, 2, 3]
4;43006;0.31759309768676757812;[1, 2, 3]
4;43006;0.30831933021545410156;[1, 2, 3]
4;43006;0.31330084800720214844;[1, 2, 3]
4;43006;0.31172347068786621094;[1, 2, 3]
4;43006;0.30538105964660644531;[1, 2, 3]
4;43006;0.31012320518493652344;[1, 2, 3]
4;43006;0.31805348396301269531;[1, 2, 3]
4;43006;0.31318736076354980469;[1, 2, 3]
4;43006;0.31597375869750976562;[1, 2, 3]
4;43006;0.31727147102355957031;[1, 2, 3]
4;43006;0.31950712203979492188;[1, 2, 3]
4;43006;0.31223440170288085938;[1, 2, 3]
4;43006;0.31593036651611328125;[1, 2, 3]
4;43006;0.30477094650268554688;[1, 2, 3]
4;43006;0.30917143821716308594;[1, 2, 3]
4;43006;0.30722022056579589844;[1, 2, 3]
4;43006;0.31469368934631347656;[1, 2, 3]
4;43006;0.31694889068603515625;[1, 2, 3]
4;43006;0.33028793334960937500;[1, 2, 3]
4;43006;0.31403851509094238281;[1, 2, 3]
4;43006;0.30918598175048828125;[1, 2, 3]
4;43006;0.31480503082275390625;[1, 2, 3]
4;43006;0.32377648353576660156;[1, 2, 3]
4;43006;0.31872463226318359375;[1, 2, 3]
4;43006;0.31490802764892578125;[1, 2, 3]
4;43006;0.32371592521667480469;[1, 2, 3]
4;43006;0.32191491127014160156;[1, 2, 3]
4;43006;0.32639575004577636719;[1, 2, 3]
4;43006;0.31150960922241210938;[1, 2, 3]
4;43006;0.31202960014343261719;[1, 2, 3]
4;43006;0.30856108665466308594;[1, 2, 3]
4;43006;0.31597661972045898438;[1, 2, 3]
4;43006;0.30571413040161132812;[1, 2, 3]
4;43006;0.31908893585205078125;[1, 2, 3]
4;43006;0.32029008865356445312;[1, 2, 3]
4;43006;0.32938575744628906250;[1, 2, 3]
4;43006;0.31506419181823730469;[1, 2, 3]
4;43006;0.31474113464355468750;[1, 2, 3]
4;43006;0.31479334831237792969;[1, 2, 3]
4;43006;0.31394958496093750000;[1, 2, 3]
4;43006;0.30384349822998046875;[1, 2, 3]
4;43006;0.31467318534851074219;[1, 2, 3]
4;43006;0.30805563926696777344;[1, 2, 3]
4;43006;0.31010413169860839844;[1, 2, 3]
4;43006;0.32449293136596679688;[1, 2, 3]
4;43006;0.30452561378479003906;[1, 2, 3]
4;43006;0.31677937507629394531;[1, 2, 3]
4;43006;0.31381273269653320312;[1, 2, 3]
4;43006;0.30414819717407226562;[1, 2, 3]
4;43006;0.30506014823913574219;[1, 2, 3]
4;43006;0.30050492286682128906;[1, 2, 3]
4;43006;0.30685663223266601562;[1, 2, 3]
4;43006;0.31144404411315917969;[1, 2, 3]
4;43006;0.32459807395935058594;[1, 2, 3]
4;43006;0.30898404121398925781;[1, 2, 3]
4;43006;0.30659556388854980469;[1, 2, 3]
4;43006;0.31852030754089355469;[1, 2, 3]
5;43674;0.30611896514892578125;[1, 4, 2, 3]
5;43674;0.30218577384948730469;[1, 4, 2, 3]
5;43674;0.31512236595153808594;[1, 4, 2, 3]
5;43674;0.33107829093933105469;[1, 4, 2, 3]
5;43674;0.32394051551818847656;[1, 4, 2, 3]
5;43674;0.31320858001708984375;[1, 4, 2, 3]
5;43674;0.30399107933044433594;[1, 4, 2, 3]
5;43674;0.32521510124206542969;[1, 4, 2, 3]
5;43674;0.31175065040588378906;[1, 4, 2, 3]
5;43674;0.32056927680969238281;[1, 4, 2, 3]
5;43674;0.30017137527465820312;[1, 4, 2, 3]
5;43674;0.31643462181091308594;[1, 4, 2, 3]
5;43674;0.32654070854187011719;[1, 4, 2, 3]
5;43674;0.31726884841918945312;[1, 4, 2, 3]
5;43674;0.31916689872741699219;[1, 4, 2, 3]
5;43674;0.31670784950256347656;[1, 4, 2, 3]
5;43674;0.32662224769592285156;[1, 4, 2, 3]
5;43674;0.31923079490661621094;[1, 4, 2, 3]
5;43674;0.32031202316284179688;[1, 4, 2, 3]
5;43674;0.30779480934143066406;[1, 4, 2, 3]
5;43674;0.32512664794921875000;[1, 4, 2, 3]
5;43674;0.31876754760742187500;[1, 4, 2, 3]
5;43674;0.33303070068359375000;[1, 4, 2, 3]
5;43674;0.32094407081604003906;[1, 4, 2, 3]
5;43674;0.32429337501525878906;[1, 4, 2, 3]
5;43674;0.31872320175170898438;[1, 4, 2, 3]
5;43674;0.32280921936035156250;[1, 4, 2, 3]
5;43674;0.32253980636596679688;[1, 4, 2, 3]
5;43674;0.31649589538574218750;[1, 4, 2, 3]
5;43674;0.32881736755371093750;[1, 4, 2, 3]
5;43674;0.31531596183776855469;[1, 4, 2, 3]
5;43674;0.30284547805786132812;[1, 4, 2, 3]
5;43674;0.30752921104431152344;[1, 4, 2, 3]
5;43674;0.32211542129516601562;[1, 4, 2, 3]
5;43674;0.31890106201171875000;[1, 4, 2, 3]
5;43674;0.31470203399658203125;[1, 4, 2, 3]
5;43674;0.31734991073608398438;[1, 4, 2, 3]
5;43674;0.30962324142456054688;[1, 4, 2, 3]
5;43674;0.31582999229431152344;[1, 4, 2, 3]
5;43674;0.32367324829101562500;[1, 4, 2, 3]
5;43674;0.31634688377380371094;[1, 4, 2, 3]
5;43674;0.31847810745239257812;[1, 4, 2, 3]
5;43674;0.30979943275451660156;[1, 4, 2, 3]
5;43674;0.31544280052185058594;[1, 4, 2, 3]
5;43674;0.30977368354797363281;[1, 4, 2, 3]
5;43674;0.32242155075073242188;[1, 4, 2, 3]
5;43674;0.31271982192993164062;[1, 4, 2, 3]
5;43674;0.32011365890502929688;[1, 4, 2, 3]
5;43674;0.31466150283813476562;[1, 4, 2, 3]
5;43674;0.32404756546020507812;[1, 4, 2, 3]
5;43674;0.30963778495788574219;[1, 4, 2, 3]
5;43674;0.31863331794738769531;[1, 4, 2, 3]
5;43674;0.31274127960205078125;[1, 4, 2, 3]
5;43674;0.31121492385864257812;[1, 4, 2, 3]
5;43674;0.31230521202087402344;[1, 4, 2, 3]
5;43674;0.31872200965881347656;[1, 4, 2, 3]
5;43674;0.34359765052795410156;[1, 4, 2, 3]
5;43674;0.32037568092346191406;[1, 4, 2, 3]
5;43674;0.31882047653198242188;[1, 4, 2, 3]
5;43674;0.31316113471984863281;[1, 4, 2, 3]
5;43674;0.31011652946472167969;[1, 4, 2, 3]
5;43674;0.30204033851623535156;[1, 4, 2, 3]
5;43674;0.31859326362609863281;[1, 4, 2, 3]
5;43674;0.31168079376220703125;[1, 4, 2, 3]
5;43674;0.31785058975219726562;[1, 4, 2, 3]
5;43674;0.32340884208679199219;[1, 4, 2, 3]
5;43674;0.31961369514465332031;[1, 4, 2, 3]
5;43674;0.32703495025634765625;[1, 4, 2, 3]
5;43674;0.31268668174743652344;[1, 4, 2, 3]
5;43674;0.31595897674560546875;[1, 4, 2, 3]
5;43674;0.31807208061218261719;[1, 4, 2, 3]
5;43674;0.32481241226196289062;[1, 4, 2, 3]
5;43674;0.32036256790161132812;[1, 4, 2, 3]
5;43674;0.30952763557434082031;[1, 4, 2, 3]
5;43674;0.33595728874206542969;[1, 4, 2, 3]
5;43674;0.31984877586364746094;[1, 4, 2, 3]
5;43674;0.31775689125061035156;[1, 4, 2, 3]
5;43674;0.30885720252990722656;[1, 4, 2, 3]
5;43674;0.32028055191040039062;[1, 4, 2, 3]
5;43674;0.31591320037841796875;[1, 4, 2, 3]
5;43674;0.31212544441223144531;[1, 4, 2, 3]
5;43674;0.31809091567993164062;[1, 4, 2, 3]
5;43674;0.33341336250305175781;[1, 4, 2, 3]
5;43674;0.32862186431884765625;[1, 4, 2, 3]
5;43674;0.31505966186523437500;[1, 4, 2, 3]
5;43674;0.31301736831665039062;[1, 4, 2, 3]
5;43674;0.32938027381896972656;[1, 4, 2, 3]
5;43674;0.31573581695556640625;[1, 4, 2, 3]
5;43674;0.32820630073547363281;[1, 4, 2, 3]
5;43674;0.31909203529357910156;[1, 4, 2, 3]
5;43674;0.31542921066284179688;[1, 4, 2, 3]
5;43674;0.35139012336730957031;[1, 4, 2, 3]
5;43674;0.31289649009704589844;[1, 4, 2, 3]
5;43674;0.30832242965698242188;[1, 4, 2, 3]
5;43674;0.31722640991210937500;[1, 4, 2, 3]
5;43674;0.31462788581848144531;[1, 4, 2, 3]
5;43674;0.30939579010009765625;[1, 4, 2, 3]
5;43674;0.31049728393554687500;[1, 4, 2, 3]
5;43674;0.32110977172851562500;[1, 4, 2, 3]
5;43674;0.31419062614440917969;[1, 4, 2, 3]
6;44858;0.33280229568481445312;[1, 5, 4, 2, 3]
6;44858;0.30706405639648437500;[1, 5, 4, 2, 3]
6;44858;0.32353377342224121094;[1, 5, 4, 2, 3]
6;44858;0.30945920944213867188;[1, 5, 4, 2, 3]
6;44858;0.31090903282165527344;[1, 5, 4, 2, 3]
6;44858;0.31894493103027343750;[1, 5, 4, 2, 3]
6;44858;0.31727504730224609375;[1, 5, 4, 2, 3]
6;44858;0.31754398345947265625;[1, 5, 4, 2, 3]
6;44858;0.33365273475646972656;[1, 5, 4, 2, 3]
6;44858;0.32004332542419433594;[1, 5, 4, 2, 3]
6;44858;0.31858253479003906250;[1, 5, 4, 2, 3]
6;44858;0.31061339378356933594;[1, 5, 4, 2, 3]
6;44858;0.31378674507141113281;[1, 5, 4, 2, 3]
6;44858;0.32242631912231445312;[1, 5, 4, 2, 3]
6;44858;0.31158351898193359375;[1, 5, 4, 2, 3]
6;44858;0.31702184677124023438;[1, 5, 4, 2, 3]
6;44858;0.33431077003479003906;[1, 5, 4, 2, 3]
6;44858;0.31464457511901855469;[1, 5, 4, 2, 3]
6;44858;0.31000757217407226562;[1, 5, 4, 2, 3]
6;44858;0.30481481552124023438;[1, 5, 4, 2, 3]
6;44858;0.31307625770568847656;[1, 5, 4, 2, 3]
6;44858;0.31861233711242675781;[1, 5, 4, 2, 3]
6;44858;0.32052516937255859375;[1, 5, 4, 2, 3]
6;44858;0.32387590408325195312;[1, 5, 4, 2, 3]
6;44858;0.31237196922302246094;[1, 5, 4, 2, 3]
6;44858;0.33693814277648925781;[1, 5, 4, 2, 3]
6;44858;0.33484601974487304688;[1, 5, 4, 2, 3]
6;44858;0.30887246131896972656;[1, 5, 4, 2, 3]
6;44858;0.31829023361206054688;[1, 5, 4, 2, 3]
6;44858;0.31983304023742675781;[1, 5, 4, 2, 3]
6;44858;0.32428956031799316406;[1, 5, 4, 2, 3]
6;44858;0.31159234046936035156;[1, 5, 4, 2, 3]
6;44858;0.31608366966247558594;[1, 5, 4, 2, 3]
6;44858;0.30982875823974609375;[1, 5, 4, 2, 3]
6;44858;0.37742638587951660156;[1, 5, 4, 2, 3]
6;44858;0.31681346893310546875;[1, 5, 4, 2, 3]
6;44858;0.31337928771972656250;[1, 5, 4, 2, 3]
6;44858;0.30893731117248535156;[1, 5, 4, 2, 3]
6;44858;0.31405258178710937500;[1, 5, 4, 2, 3]
6;44858;0.31395673751831054688;[1, 5, 4, 2, 3]
6;44858;0.30625367164611816406;[1, 5, 4, 2, 3]
6;44858;0.30629777908325195312;[1, 5, 4, 2, 3]
6;44858;0.31898665428161621094;[1, 5, 4, 2, 3]
6;44858;0.33450675010681152344;[1, 5, 4, 2, 3]
6;44858;0.31641364097595214844;[1, 5, 4, 2, 3]
6;44858;0.31560707092285156250;[1, 5, 4, 2, 3]
6;44858;0.30188441276550292969;[1, 5, 4, 2, 3]
6;44858;0.30618596076965332031;[1, 5, 4, 2, 3]
6;44858;0.30276322364807128906;[1, 5, 4, 2, 3]
6;44858;0.32223963737487792969;[1, 5, 4, 2, 3]
6;44858;0.30880522727966308594;[1, 5, 4, 2, 3]
6;44858;0.32311797142028808594;[1, 5, 4, 2, 3]
6;44858;0.34062194824218750000;[1, 5, 4, 2, 3]
6;44858;0.30719947814941406250;[1, 5, 4, 2, 3]
6;44858;0.31048178672790527344;[1, 5, 4, 2, 3]
6;44858;0.31962323188781738281;[1, 5, 4, 2, 3]
6;44858;0.31191658973693847656;[1, 5, 4, 2, 3]
6;44858;0.31061601638793945312;[1, 5, 4, 2, 3]
6;44858;0.31599307060241699219;[1, 5, 4, 2, 3]
6;44858;0.31843233108520507812;[1, 5, 4, 2, 3]
6;44858;0.33246135711669921875;[1, 5, 4, 2, 3]
6;44858;0.33463430404663085938;[1, 5, 4, 2, 3]
6;44858;0.31048250198364257812;[1, 5, 4, 2, 3]
6;44858;0.31578540802001953125;[1, 5, 4, 2, 3]
6;44858;0.31288981437683105469;[1, 5, 4, 2, 3]
6;44858;0.31401014328002929688;[1, 5, 4, 2, 3]
6;44858;0.31413674354553222656;[1, 5, 4, 2, 3]
6;44858;0.31605434417724609375;[1, 5, 4, 2, 3]
6;44858;0.31636857986450195312;[1, 5, 4, 2, 3]
6;44858;0.34051895141601562500;[1, 5, 4, 2, 3]
6;44858;0.31877446174621582031;[1, 5, 4, 2, 3]
6;44858;0.31319236755371093750;[1, 5, 4, 2, 3]
6;44858;0.31073737144470214844;[1, 5, 4, 2, 3]
6;44858;0.31479191780090332031;[1, 5, 4, 2, 3]
6;44858;0.31404352188110351562;[1, 5, 4, 2, 3]
6;44858;0.30876731872558593750;[1, 5, 4, 2, 3]
6;44858;0.31251835823059082031;[1, 5, 4, 2, 3]
6;44858;0.30974340438842773438;[1, 5, 4, 2, 3]
6;44858;0.35196185111999511719;[1, 5, 4, 2, 3]
6;44858;0.31610727310180664062;[1, 5, 4, 2, 3]
6;44858;0.30703520774841308594;[1, 5, 4, 2, 3]
6;44858;0.29905557632446289062;[1, 5, 4, 2, 3]
6;44858;0.31830763816833496094;[1, 5, 4, 2, 3]
6;44858;0.31285333633422851562;[1, 5, 4, 2, 3]
6;44858;0.30413556098937988281;[1, 5, 4, 2, 3]
6;44858;0.31667351722717285156;[1, 5, 4, 2, 3]
6;44858;0.32043313980102539062;[1, 5, 4, 2, 3]
6;44858;0.37625908851623535156;[1, 5, 4, 2, 3]
6;44858;0.31850552558898925781;[1, 5, 4, 2, 3]
6;44858;0.31562352180480957031;[1, 5, 4, 2, 3]
6;44858;0.30983519554138183594;[1, 5, 4, 2, 3]
6;44858;0.31877398490905761719;[1, 5, 4, 2, 3]
6;44858;0.31951546669006347656;[1, 5, 4, 2, 3]
6;44858;0.30919885635375976562;[1, 5, 4, 2, 3]
6;44858;0.32495474815368652344;[1, 5, 4, 2, 3]
6;44858;0.36866974830627441406;[1, 5, 4, 2, 3]
6;44858;0.32666015625000000000;[1, 5, 4, 2, 3]
6;44858;0.30762624740600585938;[1, 5, 4, 2, 3]
6;44858;0.31377029418945312500;[1, 5, 4, 2, 3]
6;44858;0.31572675704956054688;[1, 5, 4, 2, 3]
7;44365;0.33984804153442382812;[1, 6, 5, 4, 2, 3]
7;44365;0.31135940551757812500;[1, 6, 5, 4, 2, 3]
7;44365;0.32504773139953613281;[1, 6, 5, 4, 2, 3]
7;44365;0.34326100349426269531;[1, 6, 5, 4, 2, 3]
7;44365;0.33294916152954101562;[1, 6, 5, 4, 2, 3]
7;44365;0.32042264938354492188;[1, 6, 5, 4, 2, 3]
7;44365;0.31341981887817382812;[1, 6, 5, 4, 2, 3]
7;44365;0.31790900230407714844;[1, 6, 5, 4, 2, 3]
7;44365;0.30866193771362304688;[1, 6, 5, 4, 2, 3]
7;44365;0.31752467155456542969;[1, 6, 5, 4, 2, 3]
7;44365;0.31437969207763671875;[1, 6, 5, 4, 2, 3]
7;44365;0.34118795394897460938;[1, 6, 5, 4, 2, 3]
7;44365;0.38423705101013183594;[1, 6, 5, 4, 2, 3]
7;44365;0.31933736801147460938;[1, 6, 5, 4, 2, 3]
7;44365;0.31068849563598632812;[1, 6, 5, 4, 2, 3]
7;44365;0.31370639801025390625;[1, 6, 5, 4, 2, 3]
7;44365;0.31495571136474609375;[1, 6, 5, 4, 2, 3]
7;44365;0.30826950073242187500;[1, 6, 5, 4, 2, 3]
7;44365;0.30080246925354003906;[1, 6, 5, 4, 2, 3]
7;44365;0.32905793190002441406;[1, 6, 5, 4, 2, 3]
7;44365;0.34154844284057617188;[1, 6, 5, 4, 2, 3]
7;44365;0.34701204299926757812;[1, 6, 5, 4, 2, 3]
7;44365;0.32113742828369140625;[1, 6, 5, 4, 2, 3]
7;44365;0.32779598236083984375;[1, 6, 5, 4, 2, 3]
7;44365;0.31212162971496582031;[1, 6, 5, 4, 2, 3]
7;44365;0.31879615783691406250;[1, 6, 5, 4, 2, 3]
7;44365;0.31095623970031738281;[1, 6, 5, 4, 2, 3]
