destinations_count;cost;execution_time;sequence
4;110722;0.00950074195861816406;[2, 1, 3]
4;110722;0.00944590568542480469;[2, 1, 3]
4;110722;0.00905418395996093750;[2, 1, 3]
4;110722;0.00983786582946777344;[2, 1, 3]
4;110722;0.00903630256652832031;[2, 1, 3]
4;110722;0.00886654853820800781;[2, 1, 3]
4;110722;0.00887823104858398438;[2, 1, 3]
4;110722;0.00892663002014160156;[2, 1, 3]
4;110722;0.00915431976318359375;[2, 1, 3]
4;110722;0.00902509689331054688;[2, 1, 3]
4;110722;0.00877833366394042969;[2, 1, 3]
4;110722;0.00898289680480957031;[2, 1, 3]
4;110722;0.01035189628601074219;[2, 1, 3]
4;110722;0.00905013084411621094;[2, 1, 3]
4;110722;0.00899171829223632812;[2, 1, 3]
4;110722;0.00885200500488281250;[2, 1, 3]
4;110722;0.00890803337097167969;[2, 1, 3]
4;110722;0.00889539718627929688;[2, 1, 3]
4;110722;0.00880050659179687500;[2, 1, 3]
4;110722;0.00887966156005859375;[2, 1, 3]
4;110722;0.00892424583435058594;[2, 1, 3]
4;110722;0.00889039039611816406;[2, 1, 3]
4;110722;0.00881552696228027344;[2, 1, 3]
4;110722;0.00878500938415527344;[2, 1, 3]
4;110722;0.00904774665832519531;[2, 1, 3]
4;110722;0.00909447669982910156;[2, 1, 3]
4;110722;0.00910162925720214844;[2, 1, 3]
4;110722;0.00887274742126464844;[2, 1, 3]
4;110722;0.00887417793273925781;[2, 1, 3]
4;110722;0.00897884368896484375;[2, 1, 3]
4;110722;0.00903296470642089844;[2, 1, 3]
4;110722;0.00877189636230468750;[2, 1, 3]
4;110722;0.00908970832824707031;[2, 1, 3]
4;110722;0.00895357131958007812;[2, 1, 3]
4;110722;0.00966119766235351562;[2, 1, 3]
4;110722;0.00890684127807617188;[2, 1, 3]
4;110722;0.00891780853271484375;[2, 1, 3]
4;110722;0.00883412361145019531;[2, 1, 3]
4;110722;0.00947999954223632812;[2, 1, 3]
4;110722;0.00883841514587402344;[2, 1, 3]
4;110722;0.00894975662231445312;[2, 1, 3]
4;110722;0.00884938240051269531;[2, 1, 3]
4;110722;0.00947499275207519531;[2, 1, 3]
4;110722;0.00910592079162597656;[2, 1, 3]
4;110722;0.00890970230102539062;[2, 1, 3]
4;110722;0.00883197784423828125;[2, 1, 3]
4;110722;0.00912547111511230469;[2, 1, 3]
4;110722;0.00889229774475097656;[2, 1, 3]
4;110722;0.00887417793273925781;[2, 1, 3]
4;110722;0.00876355171203613281;[2, 1, 3]
4;110722;0.00953578948974609375;[2, 1, 3]
4;110722;0.00886678695678710938;[2, 1, 3]
4;110722;0.00895762443542480469;[2, 1, 3]
4;110722;0.00928187370300292969;[2, 1, 3]
4;110722;0.00975179672241210938;[2, 1, 3]
4;110722;0.00885939598083496094;[2, 1, 3]
4;110722;0.00898051261901855469;[2, 1, 3]
4;110722;0.00874090194702148438;[2, 1, 3]
4;110722;0.00891757011413574219;[2, 1, 3]
4;110722;0.00904273986816406250;[2, 1, 3]
4;110722;0.00890898704528808594;[2, 1, 3]
4;110722;0.00899171829223632812;[2, 1, 3]
4;110722;0.00883889198303222656;[2, 1, 3]
4;110722;0.00888180732727050781;[2, 1, 3]
4;110722;0.00885272026062011719;[2, 1, 3]
4;110722;0.00900387763977050781;[2, 1, 3]
4;110722;0.00952434539794921875;[2, 1, 3]
4;110722;0.00892591476440429688;[2, 1, 3]
4;110722;0.00882744789123535156;[2, 1, 3]
4;110722;0.00896596908569335938;[2, 1, 3]
4;110722;0.00895428657531738281;[2, 1, 3]
4;110722;0.00876092910766601562;[2, 1, 3]
4;110722;0.00890398025512695312;[2, 1, 3]
4;110722;0.00893974304199218750;[2, 1, 3]
4;110722;0.00883936882019042969;[2, 1, 3]
4;110722;0.00897765159606933594;[2, 1, 3]
4;110722;0.00900673866271972656;[2, 1, 3]
4;110722;0.00885081291198730469;[2, 1, 3]
4;110722;0.00880789756774902344;[2, 1, 3]
4;110722;0.00886559486389160156;[2, 1, 3]
4;110722;0.00878000259399414062;[2, 1, 3]
4;110722;0.00903344154357910156;[2, 1, 3]
4;110722;0.00917768478393554688;[2, 1, 3]
4;110722;0.00890636444091796875;[2, 1, 3]
4;110722;0.00891113281250000000;[2, 1, 3]
4;110722;0.00903844833374023438;[2, 1, 3]
4;110722;0.00873541831970214844;[2, 1, 3]
4;110722;0.00891065597534179688;[2, 1, 3]
4;110722;0.00886225700378417969;[2, 1, 3]
4;110722;0.00897789001464843750;[2, 1, 3]
4;110722;0.00904989242553710938;[2, 1, 3]
4;110722;0.00887560844421386719;[2, 1, 3]
4;110722;0.00896215438842773438;[2, 1, 3]
4;110722;0.00882196426391601562;[2, 1, 3]
4;110722;0.00996685028076171875;[2, 1, 3]
4;110722;0.00892424583435058594;[2, 1, 3]
4;110722;0.00891256332397460938;[2, 1, 3]
4;110722;0.00879120826721191406;[2, 1, 3]
4;110722;0.00929641723632812500;[2, 1, 3]
4;110722;0.00885295867919921875;[2, 1, 3]
5;118007;0.00887966156005859375;[2, 4, 1, 3]
5;118007;0.00887060165405273438;[2, 4, 1, 3]
5;118007;0.00892710685729980469;[2, 4, 1, 3]
5;118007;0.00898933410644531250;[2, 4, 1, 3]
5;118007;0.00893664360046386719;[2, 4, 1, 3]
